point_id,city,n_headings,sidewalk_frac_mean,crosswalk_frac_mean,vegetation_frac_mean,sky_frac_mean,building_frac_mean,sidewalk_frac_max,crosswalk_frac_max,vegetation_frac_max,building_frac_max,sidewalk_width_px,street_mask_coverage_mean,naip_vegetation_frac,naip_building_frac,naip_road_frac,naip_water_frac,naip_mask_coverage,naip_n_masks,naip_missing,naip_unclassified,stops_400m,trips_per_hr_400m,stops_800m,trips_per_hr_800m,lat,lon,ca_sidewalk,ca_crosswalk,ca_tree_canopy,ca_transit_stop,agree_sidewalk,agree_crosswalk,agree_tree_canopy,agree_transit_stop,agreement_score,agreement_tier,NatWalkInd,D2A_Ranked,D2B_Ranked,D3B_Ranked,D4A_Ranked,D1A,D1B,D2B_E8MIX,D3A,D3B,D3APO,D4A,D4C,D4D,LPA_CrudePrev,OBESITY_CrudePrev,overture_sidewalk_present,overture_intersection_count_200m,overture_building_footprint_frac_100m,overture_crosswalk_present
1635,msp,4.0,0.0,0.0,0.0,0.092815,0.149898,0.0,0.0,0.0,0.181108,0.0,0.179837,0.90826,0.018496,0.0,0.0,0.909288,5.0,0.0,0.0,6,11.062,28,100.312,44.9659393,-93.2150594,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,16.5,16.0,19.0,14.0,18.0,2.388278667346486,6.459321531414141,0.7937776957322777,18.614245930075985,103.2600483860532,14.68710979853861,311.14,64.33,101.120684914,18.7,23.0,1.0,19.0,0.1435,0
1636,msp,4.0,0.0,0.0,0.0,0.049662,0.098264,0.0,0.0,0.0,0.144623,0.0,0.138393,0.78336,0.010407,0.0,0.0,0.795931,4.0,0.0,0.0,6,11.062,28,100.312,44.9659429,-93.2153623,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.6667,partial,15.666666666666668,11.0,11.0,20.0,16.0,13.936835642328772,33.782613961194954,0.7563320203615026,31.930984465839384,266.02580983925304,26.086039698325603,473.42,47.33,471.979667117,,,1.0,20.0,0.1696,0
1637,msp,4.0,0.024697,0.0,0.093783,0.214664,0.00535,0.035409,0.0,0.132439,0.011649,134.0,0.341204,0.495685,0.0,0.205566,0.0,0.701251,2.0,0.0,0.0,2,3.688,17,37.875,44.9660073,-93.2230402,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,12.0,11.0,3.0,13.0,16.0,21.745321713109423,45.84368196980159,0.3598318048036206,48.93535596949052,90.62322258863972,16.55667208581154,461.35,25.67,258.391438837,,,1.0,8.0,0.0327,0
1638,msp,4.0,0.036577,0.283436,0.146364,0.168112,0.00547,0.053572,0.285665,0.292728,0.010941,128.0,0.614619,0.0,0.006078,0.224549,0.0,0.378568,3.0,0.0,0.0,2,3.688,17,37.875,44.9662473,-93.2234138,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,12.0,11.0,3.0,13.0,16.0,21.745321713109423,45.84368196980159,0.3598318048036206,48.93535596949052,90.62322258863972,16.55667208581154,461.35,25.67,258.391438837,,,1.0,7.0,0.0093,0
1639,msp,4.0,0.005873,0.0,0.006616,0.232647,0.120158,0.023493,0.0,0.026466,0.177036,170.0,0.375153,0.0,0.0,0.0,0.0,0.246841,2.0,0.0,1.0,6,11.062,20,55.375,44.9667253,-93.2186137,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,15.666666666666668,11.0,11.0,20.0,16.0,13.936835642328772,33.782613961194954,0.7563320203615026,31.930984465839384,266.02580983925304,26.086039698325603,473.42,47.33,471.979667117,,,1.0,20.0,0.0019,0
164,msp,4.0,0.087998,0.0,0.078396,0.405218,0.0,0.204976,0.0,0.117566,0.0,589.38,0.571406,0.0,0.197089,0.453093,0.0,0.532857,2.0,0.0,0.0,6,13.5,12,27.0,45.0168845,-93.2176002,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,15.5,18.0,15.0,11.0,19.0,1.7444450577374695,3.142664378824754,0.6876774443491345,18.27571495341128,68.19260975767264,12.490140489960384,232.01,4.33,6.06511380024,16.1,23.8,1.0,53.0,0.073,0
1640,msp,4.0,0.0203,0.12246,0.164044,0.294053,0.002397,0.022676,0.244921,0.220638,0.003521,122.0,0.607422,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,20,58.938,44.9671899,-93.2247342,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.3333,disagreement,15.5,17.0,8.0,16.0,18.0,17.625754707872762,57.11530387025648,0.5877643078886434,29.659441236777106,123.44853634707226,17.81028614939303,307.12,42.67,544.787366422,,,1.0,19.0,0.0425,0
1641,msp,4.0,0.024503,0.189582,0.165632,0.255005,0.003416,0.042714,0.253672,0.26562,0.003976,120.75,0.636689,0.0,0.0,0.104339,0.060619,0.268007,3.0,0.0,0.0,0,0.0,20,58.938,44.9672365,-93.2247494,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.6667,partial,15.5,17.0,8.0,16.0,18.0,17.625754707872762,57.11530387025648,0.5877643078886434,29.659441236777106,123.44853634707226,17.81028614939303,307.12,42.67,544.787366422,,,1.0,19.0,0.0425,0
1642,msp,4.0,0.037424,0.025538,0.127505,0.316012,0.00298,0.095934,0.102154,0.220638,0.003521,155.0,0.516064,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,20,58.938,44.9672817,-93.2245669,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,disagreement,15.5,17.0,8.0,16.0,18.0,17.625754707872762,57.11530387025648,0.5877643078886434,29.659441236777106,123.44853634707226,17.81028614939303,307.12,42.67,544.787366422,,,1.0,20.0,0.0425,0
1643,msp,4.0,0.017286,0.051077,0.120034,0.308622,0.016552,0.029649,0.102154,0.220638,0.057313,87.25,0.516952,0.0,0.013031,0.0,0.035964,0.22748,4.0,0.0,0.0,0,0.0,21,58.938,44.9673498,-93.2244434,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.6667,partial,15.5,17.0,8.0,16.0,18.0,17.625754707872762,57.11530387025648,0.5877643078886434,29.659441236777106,123.44853634707226,17.81028614939303,307.12,42.67,544.787366422,,,1.0,20.0,0.0425,0
1644,msp,4.0,0.020293,0.071783,0.221151,0.152794,0.005773,0.026077,0.137919,0.32024,0.009662,101.25,0.470598,0.0,0.066192,0.0,0.253966,0.397641,3.0,0.0,0.0,1,0.688,23,68.562,44.9676389,-93.225625,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,14.0,2.0,2.0,20.0,20.0,78.89997427174752,2566.536119607787,0.156968570527827,40.27835214534401,469.0650262361939,36.29522112087744,68.4,67.33,267.556894048,,,1.0,22.0,0.0401,0
1645,msp,4.0,0.04041,0.0,0.140159,0.233558,0.017329,0.068531,0.0,0.190535,0.043826,188.0,0.434478,0.0,0.036505,0.0,0.0,0.124314,3.0,0.0,0.0,2,2.75,25,78.125,44.9678863,-93.2256183,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.6667,partial,15.5,17.0,8.0,16.0,18.0,17.625754707872762,57.11530387025648,0.5877643078886434,29.659441236777106,123.44853634707226,17.81028614939303,307.12,42.67,544.787366422,,,1.0,24.0,0.0895,0
1646,msp,4.0,0.04041,0.0,0.140159,0.233558,0.017329,0.068531,0.0,0.190535,0.043826,188.0,0.434478,0.0,0.0,0.0,0.0,0.102084,1.0,0.0,1.0,2,2.75,25,78.125,44.9679059,-93.2256,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.6667,partial,15.5,17.0,8.0,16.0,18.0,17.625754707872762,57.11530387025648,0.5877643078886434,29.659441236777106,123.44853634707226,17.81028614939303,307.12,42.67,544.787366422,,,1.0,24.0,0.097,0
1647,msp,4.0,0.042298,0.0,0.051669,0.207638,0.013296,0.084595,0.0,0.103338,0.020171,246.0,0.31497,0.0,0.0,0.0,0.0,0.105691,1.0,0.0,1.0,2,2.75,25,78.125,44.9679137,-93.2252144,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,15.5,17.0,8.0,16.0,18.0,17.625754707872762,57.11530387025648,0.5877643078886434,29.659441236777106,123.44853634707226,17.81028614939303,307.12,42.67,544.787366422,,,1.0,23.0,0.139,0
1648,msp,4.0,0.054853,0.125637,0.068941,0.249796,0.019854,0.211399,0.249271,0.083138,0.053001,376.25,0.519632,0.0,0.007025,0.0,0.0,0.279838,2.0,0.0,0.0,2,2.75,23,68.562,44.9679195,-93.2259814,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,14.0,2.0,2.0,20.0,20.0,78.89997427174752,2566.536119607787,0.156968570527827,40.27835214534401,469.0650262361939,36.29522112087744,68.4,67.33,267.556894048,,,1.0,23.0,0.0501,0
1649,msp,4.0,0.073991,0.0,0.158714,0.21979,0.012413,0.196036,0.0,0.227954,0.018139,289.25,0.467653,0.0,0.0,0.0,0.0,0.177835,1.0,0.0,1.0,2,2.75,25,78.125,44.9680014,-93.2258033,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,15.5,17.0,8.0,16.0,18.0,17.625754707872762,57.11530387025648,0.5877643078886434,29.659441236777106,123.44853634707226,17.81028614939303,307.12,42.67,544.787366422,,,1.0,27.0,0.0825,0
165,msp,4.0,0.086918,0.038226,0.07365,0.402525,0.0,0.204976,0.152905,0.117566,0.0,373.25,0.601285,0.153306,0.098062,0.0,0.0,0.581708,3.0,0.0,0.0,5,11.25,11,24.75,45.0169322,-93.2173519,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,15.5,18.0,15.0,11.0,19.0,1.7444450577374695,3.142664378824754,0.6876774443491345,18.27571495341128,68.19260975767264,12.490140489960384,232.01,4.33,6.06511380024,16.1,23.8,1.0,49.0,0.0187,0
1650,msp,4.0,0.07463,0.0,0.072936,0.205019,0.02439,0.196036,0.0,0.178947,0.042094,251.75,0.376963,0.0,0.0,0.0,0.0,0.178232,1.0,0.0,1.0,2,2.75,25,78.125,44.9680281,-93.2258011,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,15.5,17.0,8.0,16.0,18.0,17.625754707872762,57.11530387025648,0.5877643078886434,29.659441236777106,123.44853634707226,17.81028614939303,307.12,42.67,544.787366422,,,1.0,28.0,0.0892,0
1651,msp,4.0,0.00682,0.043883,0.016692,0.283002,0.187494,0.017315,0.175531,0.040785,0.454877,152.25,0.537833,0.0,0.047994,0.02773,0.0,0.075724,2.0,0.0,0.0,12,62.875,27,95.312,44.9681555,-93.2085748,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,16.5,16.0,19.0,14.0,18.0,2.388278667346486,6.459321531414141,0.7937776957322777,18.614245930075985,103.2600483860532,14.68710979853861,311.14,64.33,101.120684914,18.7,23.0,1.0,37.0,0.1965,0
1652,msp,4.0,0.104638,0.002792,0.021066,0.269229,0.093776,0.379295,0.011169,0.029659,0.129734,426.0,0.491695,0.0,0.0,0.280181,0.0,0.280181,2.0,0.0,0.0,12,62.875,27,95.312,44.9682288,-93.2088656,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6667,partial,16.5,16.0,19.0,14.0,18.0,2.388278667346486,6.459321531414141,0.7937776957322777,18.614245930075985,103.2600483860532,14.68710979853861,311.14,64.33,101.120684914,18.7,23.0,1.0,34.0,0.1743,0
1653,msp,4.0,0.05108,0.0,0.032672,0.189227,0.17131,0.147806,0.0,0.061752,0.454877,504.5,0.442958,0.224459,0.05363,0.028082,0.0,0.306171,3.0,0.0,0.0,11,61.062,27,95.312,44.9682452,-93.2085027,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,16.5,16.0,19.0,14.0,18.0,2.388278667346486,6.459321531414141,0.7937776957322777,18.614245930075985,103.2600483860532,14.68710979853861,311.14,64.33,101.120684914,18.7,23.0,1.0,35.0,0.2045,0
1654,msp,4.0,0.231318,0.0,0.039782,0.29764,0.099537,0.359492,0.0,0.059519,0.140565,822.25,0.668342,0.0,0.0,0.030553,0.0,0.030553,1.0,0.0,0.0,11,61.062,28,97.125,44.9683069,-93.2090632,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,16.5,16.0,19.0,14.0,18.0,2.388278667346486,6.459321531414141,0.7937776957322777,18.614245930075985,103.2600483860532,14.68710979853861,311.14,64.33,101.120684914,18.7,23.0,1.0,34.0,0.2024,0
1655,msp,4.0,0.231318,0.0,0.039782,0.29764,0.099537,0.359492,0.0,0.059519,0.140565,822.25,0.668342,0.0,0.021499,0.030977,0.0,0.052476,2.0,0.0,0.0,11,61.062,28,97.125,44.9683442,-93.2090724,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,16.5,16.0,19.0,14.0,18.0,2.388278667346486,6.459321531414141,0.7937776957322777,18.614245930075985,103.2600483860532,14.68710979853861,311.14,64.33,101.120684914,18.7,23.0,1.0,34.0,0.2173,0
1656,msp,4.0,0.04663,0.035464,0.033683,0.157952,0.158834,0.147806,0.125334,0.061752,0.454877,655.83,0.433434,0.0,0.043846,0.032726,0.0,0.076572,2.0,0.0,0.0,11,61.062,27,95.312,44.9684116,-93.208368,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,16.5,16.0,19.0,14.0,18.0,2.388278667346486,6.459321531414141,0.7937776957322777,18.614245930075985,103.2600483860532,14.68710979853861,311.14,64.33,101.120684914,18.7,23.0,1.0,35.0,0.2371,0
1657,msp,4.0,0.048607,0.0,0.145111,0.180827,0.03999,0.057254,0.0,0.290222,0.065824,148.0,0.414273,0.284068,0.0,0.198514,0.0,0.482555,2.0,0.0,0.0,2,2.75,27,95.375,44.9684528,-93.2263843,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,15.5,17.0,8.0,16.0,18.0,17.625754707872762,57.11530387025648,0.5877643078886434,29.659441236777106,123.44853634707226,17.81028614939303,307.12,42.67,544.787366422,,,1.0,18.0,0.1101,0
1658,msp,4.0,0.218816,0.00599,0.013234,0.22869,0.188229,0.379295,0.011169,0.024944,0.562818,790.25,0.649426,0.0,0.0,0.035468,0.0,0.035468,1.0,0.0,0.0,11,61.062,27,95.312,44.9685976,-93.2084812,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.6667,partial,16.5,16.0,19.0,14.0,18.0,2.388278667346486,6.459321531414141,0.7937776957322777,18.614245930075985,103.2600483860532,14.68710979853861,311.14,64.33,101.120684914,18.7,23.0,1.0,36.0,0.2573,0
1659,msp,4.0,0.10435,0.0,0.02104,0.328259,0.1042,0.359492,0.0,0.044072,0.140895,621.5,0.557912,0.0,0.0,0.03563,0.0,0.322755,2.0,0.0,0.0,11,61.062,27,95.312,44.9685992,-93.2088489,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,16.5,16.0,19.0,14.0,18.0,2.388278667346486,6.459321531414141,0.7937776957322777,18.614245930075985,103.2600483860532,14.68710979853861,311.14,64.33,101.120684914,18.7,23.0,1.0,37.0,0.2148,0
166,msp,4.0,0.0,0.069198,0.080174,0.401434,0.005221,0.0,0.244605,0.111693,0.018257,0.0,0.556008,0.0,0.09083,0.0,0.0,0.398218,2.0,0.0,0.0,5,11.25,11,24.75,45.0169434,-93.2169989,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.6667,partial,15.5,18.0,15.0,11.0,19.0,1.7444450577374695,3.142664378824754,0.6876774443491345,18.27571495341128,68.19260975767264,12.490140489960384,232.01,4.33,6.06511380024,16.1,23.8,1.0,39.0,0.0,0
1660,msp,4.0,0.148121,0.030938,0.027325,0.309862,0.080323,0.359492,0.123753,0.046565,0.117803,735.67,0.596865,0.01488,0.03765,0.035684,0.0,0.319851,5.0,0.0,0.0,11,61.062,27,95.312,44.968646,-93.2089675,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,16.5,16.0,19.0,14.0,18.0,2.388278667346486,6.459321531414141,0.7937776957322777,18.614245930075985,103.2600483860532,14.68710979853861,311.14,64.33,101.120684914,18.7,23.0,1.0,35.0,0.2185,0
1661,msp,4.0,0.084925,0.000716,0.001213,0.242964,0.235333,0.13865,0.002864,0.003318,0.481955,442.0,0.566044,0.323909,0.021391,0.137597,0.0,0.482897,4.0,0.0,0.0,11,61.062,30,104.375,44.968741,-93.2100334,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6667,partial,16.5,16.0,19.0,14.0,18.0,2.388278667346486,6.459321531414141,0.7937776957322777,18.614245930075985,103.2600483860532,14.68710979853861,311.14,64.33,101.120684914,18.7,23.0,1.0,31.0,0.2601,0
1662,msp,4.0,0.04662,0.054848,0.0778,0.125268,0.022046,0.081611,0.213203,0.118034,0.045661,225.0,0.327958,0.290065,0.021084,0.066607,0.0,0.379172,4.0,0.0,0.0,4,6.062,25,91.688,44.9687663,-93.2271733,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,14.0,2.0,2.0,20.0,20.0,78.89997427174752,2566.536119607787,0.156968570527827,40.27835214534401,469.0650262361939,36.29522112087744,68.4,67.33,267.556894048,,,1.0,18.0,0.0522,0
1663,msp,4.0,0.038369,0.085147,0.001461,0.142195,0.020311,0.075694,0.213203,0.005845,0.045661,159.67,0.302448,0.0,0.024123,0.239537,0.0,0.430692,3.0,0.0,0.0,4,6.062,25,91.688,44.9689118,-93.2270079,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.6667,partial,15.5,17.0,8.0,16.0,18.0,17.625754707872762,57.11530387025648,0.5877643078886434,29.659441236777106,123.44853634707226,17.81028614939303,307.12,42.67,544.787366422,,,1.0,22.0,0.0866,0
1664,msp,4.0,0.055064,0.026916,0.077148,0.125881,0.020998,0.073853,0.053831,0.154297,0.040171,178.0,0.306369,0.287711,0.023934,0.0,0.0,0.336354,3.0,0.0,0.0,4,6.062,26,109.562,44.9689404,-93.2274637,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,14.0,2.0,2.0,20.0,20.0,78.89997427174752,2566.536119607787,0.156968570527827,40.27835214534401,469.0650262361939,36.29522112087744,68.4,67.33,267.556894048,,,1.0,18.0,0.0338,0
1665,msp,4.0,0.030152,0.00069,0.04958,0.248832,0.131963,0.106019,0.002762,0.059923,0.280315,547.25,0.455384,0.392519,0.015962,0.0,0.0,0.408417,2.0,0.0,0.0,9,51.938,31,110.312,44.9690071,-93.2107078,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.6667,partial,16.5,16.0,19.0,14.0,18.0,2.388278667346486,6.459321531414141,0.7937776957322777,18.614245930075985,103.2600483860532,14.68710979853861,311.14,64.33,101.120684914,18.7,23.0,1.0,21.0,0.2246,0
1666,msp,4.0,0.042537,0.002358,0.076766,0.248355,0.020074,0.071235,0.007665,0.153532,0.038476,205.0,0.321931,0.301283,0.023402,0.0,0.0,0.348393,3.0,0.0,0.0,4,6.062,26,109.562,44.9690403,-93.2272483,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,14.0,2.0,2.0,20.0,20.0,78.89997427174752,2566.536119607787,0.156968570527827,40.27835214534401,469.0650262361939,36.29522112087744,68.4,67.33,267.556894048,,,1.0,20.0,0.0783,0
1667,msp,4.0,0.066748,0.001322,0.11397,0.265708,0.076802,0.116821,0.002644,0.185052,0.098549,555.62,0.524546,0.329293,0.015033,0.0,0.0,0.344254,2.0,0.0,0.0,9,51.938,31,110.312,44.9692734,-93.2105509,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.6667,partial,16.5,16.0,19.0,14.0,18.0,2.388278667346486,6.459321531414141,0.7937776957322777,18.614245930075985,103.2600483860532,14.68710979853861,311.14,64.33,101.120684914,18.7,23.0,1.0,19.0,0.205,0
1668,msp,4.0,0.066748,0.001322,0.11397,0.265708,0.076802,0.116821,0.002644,0.185052,0.098549,555.62,0.524546,0.280767,0.0,0.0,0.0,0.280767,1.0,0.0,0.0,9,51.938,31,110.312,44.9692932,-93.2105343,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.6667,partial,16.5,16.0,19.0,14.0,18.0,2.388278667346486,6.459321531414141,0.7937776957322777,18.614245930075985,103.2600483860532,14.68710979853861,311.14,64.33,101.120684914,18.7,23.0,1.0,18.0,0.1992,0
1669,msp,4.0,0.050386,0.0,0.150529,0.150159,0.02946,0.074824,0.0,0.188626,0.055528,194.5,0.384243,0.0,0.193139,0.0,0.0,0.490454,5.0,0.0,0.0,6,8.812,26,138.25,44.9697303,-93.2286154,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.6667,partial,14.0,2.0,2.0,20.0,20.0,78.89997427174752,2566.536119607787,0.156968570527827,40.27835214534401,469.0650262361939,36.29522112087744,68.4,67.33,267.556894048,,,1.0,27.0,0.0,0
167,msp,4.0,0.013336,0.011939,0.107402,0.38628,0.001436,0.053343,0.023878,0.121365,0.002872,187.0,0.520482,0.0,0.12389,0.0,0.0,0.445869,2.0,0.0,0.0,5,11.25,11,24.75,45.0169444,-93.2171921,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,15.5,18.0,15.0,11.0,19.0,1.7444450577374695,3.142664378824754,0.6876774443491345,18.27571495341128,68.19260975767264,12.490140489960384,232.01,4.33,6.06511380024,16.1,23.8,1.0,48.0,0.0023,0
1670,msp,4.0,0.062299,0.066423,0.05663,0.197117,0.206118,0.1319,0.178127,0.134009,0.562969,295.5,0.565067,0.207676,0.027812,0.0,0.0,0.248654,3.0,0.0,0.0,7,22.125,27,101.0,44.969799,-93.2126767,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,high_confidence,16.5,16.0,19.0,14.0,18.0,2.388278667346486,6.459321531414141,0.7937776957322777,18.614245930075985,103.2600483860532,14.68710979853861,311.14,64.33,101.120684914,18.7,23.0,1.0,30.0,0.1192,0
1671,msp,4.0,0.056889,0.029175,0.058336,0.254049,0.126368,0.213826,0.104205,0.119039,0.403993,475.25,0.503132,0.20782,0.039201,0.0,0.0,0.626609,3.0,0.0,0.0,7,22.125,28,103.062,44.9698875,-93.2129002,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,high_confidence,16.5,16.0,19.0,14.0,18.0,2.388278667346486,6.459321531414141,0.7937776957322777,18.614245930075985,103.2600483860532,14.68710979853861,311.14,64.33,101.120684914,18.7,23.0,1.0,33.0,0.1735,0
1672,msp,4.0,0.022092,0.0,0.151121,0.160722,0.089204,0.058936,0.0,0.293872,0.189721,219.5,0.423766,0.343055,0.175581,0.079611,0.0,0.618041,5.0,0.0,0.0,6,8.812,25,151.938,44.969992,-93.2297192,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,14.0,2.0,2.0,20.0,20.0,78.89997427174752,2566.536119607787,0.156968570527827,40.27835214534401,469.0650262361939,36.29522112087744,68.4,67.33,267.556894048,,,1.0,33.0,0.0723,0
1673,msp,4.0,0.046603,0.0,0.108326,0.131749,0.028942,0.068709,0.0,0.161111,0.057941,194.75,0.316125,0.0,0.235632,0.063649,0.0,0.599978,5.0,0.0,0.0,6,8.812,22,130.875,44.9700208,-93.228703,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,14.0,2.0,2.0,20.0,20.0,78.89997427174752,2566.536119607787,0.156968570527827,40.27835214534401,469.0650262361939,36.29522112087744,68.4,67.33,267.556894048,,,1.0,36.0,0.0444,0
1674,msp,4.0,0.019958,0.0,0.033444,0.163303,0.078161,0.047162,0.0,0.133774,0.232709,169.88,0.296159,0.320825,0.225117,0.320429,0.040518,0.603658,7.0,0.0,0.0,7,13.625,23,142.875,44.9702005,-93.2296071,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,14.0,2.0,2.0,20.0,20.0,78.89997427174752,2566.536119607787,0.156968570527827,40.27835214534401,469.0650262361939,36.29522112087744,68.4,67.33,267.556894048,,,1.0,41.0,0.2127,0
1675,msp,4.0,0.18695,0.01127,0.040675,0.212504,0.152864,0.417801,0.032589,0.103208,0.336163,1024.0,0.627259,0.116089,0.0,0.0,0.0,0.472076,2.0,0.0,0.0,6,21.5,27,101.25,44.9702012,-93.2128379,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,high_confidence,16.5,16.0,19.0,14.0,18.0,2.388278667346486,6.459321531414141,0.7937776957322777,18.614245930075985,103.2600483860532,14.68710979853861,311.14,64.33,101.120684914,18.7,23.0,1.0,36.0,0.276,0
1676,msp,4.0,0.012641,0.0,0.06504,0.243924,0.147217,0.021969,0.0,0.260159,0.232709,306.0,0.470429,0.305008,0.153514,0.0,0.0,0.467449,3.0,0.0,0.0,6,8.812,23,142.875,44.9702027,-93.2293803,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,14.0,2.0,2.0,20.0,20.0,78.89997427174752,2566.536119607787,0.156968570527827,40.27835214534401,469.0650262361939,36.29522112087744,68.4,67.33,267.556894048,,,1.0,41.0,0.2131,0
1677,msp,4.0,0.018898,0.0,0.06504,0.246183,0.118964,0.025027,0.0,0.260159,0.232709,268.38,0.450624,0.302465,0.180063,0.360856,0.0,0.54532,6.0,0.0,0.0,6,8.812,23,142.875,44.9702031,-93.2291145,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,14.0,2.0,2.0,20.0,20.0,78.89997427174752,2566.536119607787,0.156968570527827,40.27835214534401,469.0650262361939,36.29522112087744,68.4,67.33,267.556894048,,,1.0,43.0,0.1745,0
1678,msp,4.0,0.062742,0.030762,0.041093,0.186865,0.157512,0.206593,0.110181,0.118037,0.239465,305.0,0.492675,0.088359,0.0,0.0,0.0,0.113402,2.0,0.0,0.0,7,22.125,27,101.0,44.9702456,-93.2122243,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,16.5,16.0,19.0,14.0,18.0,2.388278667346486,6.459321531414141,0.7937776957322777,18.614245930075985,103.2600483860532,14.68710979853861,311.14,64.33,101.120684914,18.7,23.0,0.0,30.0,0.1931,0
1679,msp,4.0,0.041568,0.0,0.071932,0.22643,0.090259,0.126355,0.0,0.180849,0.283998,259.5,0.43119,0.310734,0.149465,0.0,0.0,0.460199,2.0,0.0,0.0,8,18.438,24,144.938,44.9703415,-93.2296164,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,14.0,2.0,2.0,20.0,20.0,78.89997427174752,2566.536119607787,0.156968570527827,40.27835214534401,469.0650262361939,36.29522112087744,68.4,67.33,267.556894048,,,1.0,43.0,0.3008,0
168,msp,4.0,0.030801,0.108859,0.035855,0.409991,0.010099,0.066026,0.244605,0.098009,0.022138,628.17,0.59547,0.0,0.082262,0.0,0.0,0.396775,2.0,0.0,0.0,5,11.25,11,24.75,45.0170647,-93.2171122,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,15.5,18.0,15.0,11.0,19.0,1.7444450577374695,3.142664378824754,0.6876774443491345,18.27571495341128,68.19260975767264,12.490140489960384,232.01,4.33,6.06511380024,16.1,23.8,1.0,47.0,0.0002,0
